id_dossier;libelle_etiquette
4752569;"Produit 2"
4752570;"Motif Perte"
4752570;"Produit 1"
4752570;"Produit 2"
4752571;"Motif Perte"
4752571;"Produit 1"
4752571;"Produit 2"
4752572;"Motif Perte"
4752572;"Produit 1"
4752572;"Produit 2"
4752573;"Motif Perte"
4752573;"Nom de Jeune Fille"
4752573;"Produit 1"
4752573;"Produit 2"
4752574;"Motif Perte"
4752574;"Produit 1"
4752574;"Produit 2"
4752575;"Motif Perte"
4752575;"Produit 1"
4752575;"Produit 2"
4752576;"Motif Perte"
4752576;"Produit 1"
4752576;"Produit 2"
4752577;"Motif Perte"
4752577;"Produit 1"
4752577;"Produit 2"
4752578;"Motif Perte"
4752578;"Produit 1"
4752578;"Produit 2"
4752579;"Motif Perte"
4752579;"Produit 1"
4752579;"Produit 2"
4752580;"Motif Perte"
4752580;"Produit 1"
4752580;"Produit 2"
4752581;"Motif Perte"
4752581;"Produit 1"
4752581;"Produit 2"
4752582;"Motif Perte"
4752582;"Produit 1"
4752582;"Produit 2"
4752583;"Motif Perte"
4752583;"Produit 1"
4752583;"Produit 2"
4752584;"Motif Perte"
4752584;"Produit 1"
4752584;"Produit 2"
4752585;"Motif Perte"
4752585;"Produit 1"
4752585;"Produit 2"
4752586;"Motif Perte"
4752586;"Produit 1"
4752586;"Produit 2"
4752587;"Motif Perte"
4752587;"Produit 1"
4752587;"Produit 2"
4752588;"Motif Perte"
4752588;"Produit 1"
4752588;"Produit 2"
4752589;"Motif Perte"
4752589;"Produit 1"
4752589;"Produit 2"
4752590;"Motif Perte"
4752590;"Produit 1"
4752590;"Produit 2"
4752591;"Motif Perte"
4752591;"Produit 1"
4752591;"Produit 2"
4752592;"Motif Perte"
4752592;"Produit 1"
4752592;"Produit 2"
4752593;"Motif Perte"
4752593;"Nom de Jeune Fille"
4752593;"Produit 1"
4752593;"Produit 2"
4752594;"Motif Perte"
4752594;"Produit 1"
4752594;"Produit 2"
4752595;"Motif Perte"
4752595;"Produit 1"
4752595;"Produit 2"
4752596;"Motif Perte"
4752596;"Produit 1"
4752596;"Produit 2"
4752597;"Motif Perte"
4752597;"Produit 1"
4752597;"Produit 2"
4752598;"Motif Perte"
4752598;"Produit 1"
4752598;"Produit 2"
4752599;"Motif Perte"
4752599;"Produit 1"
4752599;"Produit 2"
4752600;"Motif Perte"
4752600;"Produit 1"
4752600;"Produit 2"
4752601;"Motif Perte"
4752601;"Produit 1"
4752601;"Produit 2"
4752602;"Motif Perte"
4752602;"Produit 1"
4752602;"Produit 2"
4752603;"Motif Perte"
4752603;"Produit 1"
4752603;"Produit 2"
4752604;"Motif Perte"
4752604;"Produit 1"
4752604;"Produit 2"
4752605;"Motif Perte"
4752605;"Produit 1"
4752605;"Produit 2"
4752606;"Motif Perte"
4752606;"Nom de Jeune Fille"
4752606;"Produit 1"
4752606;"Produit 2"
4752607;"Motif Perte"
4752607;"Produit 1"
4752607;"Produit 2"
4752608;"Motif Perte"
4752608;"Nom de Jeune Fille"
4752608;"Produit 1"
4752608;"Produit 2"
4752609;"Motif Perte"
4752609;"Produit 1"
4752609;"Produit 2"
4752610;"Motif Perte"
4752610;"Produit 1"
4752610;"Produit 2"
4752611;"Motif Perte"
4752611;"Produit 1"
4752611;"Produit 2"
4752612;"Motif Perte"
4752612;"Produit 1"
4752612;"Produit 2"
4752613;"Motif Perte"
4752613;"Nom de Jeune Fille"
4752613;"Produit 1"
4752613;"Produit 2"
4752614;"Motif Perte"
4752614;"Produit 1"
4752614;"Produit 2"
4752615;"Motif Perte"
4752615;"Produit 1"
4752615;"Produit 2"
4752616;"Motif Perte"
4752616;"Produit 1"
4752616;"Produit 2"
4752617;"Motif Perte"
4752617;"Nom de Jeune Fille"
4752617;"Produit 1"
4752617;"Produit 2"
4752618;"Motif Perte"
4752618;"Produit 1"
4752618;"Produit 2"
4752619;"Motif Perte"
4752619;"Produit 1"
4752619;"Produit 2"
4752620;"Motif Perte"
4752620;"Nom de Jeune Fille"
4752620;"Produit 1"
4752620;"Produit 2"
4752621;"Motif Perte"
4752621;"Produit 1"
4752621;"Produit 2"
4752622;"Motif Perte"
4752622;"Produit 1"
4752622;"Produit 2"
4752623;"Motif Perte"
4752623;"Produit 1"
4752623;"Produit 2"
4752624;"Motif Perte"
4752624;"Produit 1"
4752624;"Produit 2"
4752625;"Motif Perte"
4752625;"Produit 1"
4752625;"Produit 2"
4752626;"Motif Perte"
4752626;"Produit 1"
4752626;"Produit 2"
4752627;"Motif Perte"
4752627;"Produit 1"
4752627;"Produit 2"
4752628;"Motif Perte"
4752628;"Produit 1"
4752628;"Produit 2"
4752629;"Motif Perte"
4752629;"Produit 1"
4752629;"Produit 2"
4752630;"Motif Perte"
4752630;"Produit 1"
4752630;"Produit 2"
4752631;"Motif Perte"
4752631;"Produit 1"
4752631;"Produit 2"
4752632;"Motif Perte"
4752632;"Produit 1"
4752632;"Produit 2"
4752633;"Motif Perte"
4752633;"Produit 1"
4752633;"Produit 2"
4752634;"Motif Perte"
4752634;"Produit 1"
4752634;"Produit 2"
4752635;"Motif Perte"
4752635;"Produit 1"
4752635;"Produit 2"
4752636;"Motif Perte"
4752636;"Produit 1"
4752636;"Produit 2"
4752637;"Motif Perte"
4752637;"Produit 1"
4752637;"Produit 2"
4752638;"Motif Perte"
4752638;"Nom de Jeune Fille"
4752638;"Produit 1"
4752638;"Produit 2"
4752639;"Motif Perte"
4752639;"Nom de Jeune Fille"
4752639;"Produit 1"
4752639;"Produit 2"
4752640;"Motif Perte"
4752640;"Nom de Jeune Fille"
4752640;"Produit 1"
4752640;"Produit 2"
4752641;"Motif Perte"
4752641;"Produit 1"
4752641;"Produit 2"
4752642;"Motif Perte"
4752642;"Produit 1"
4752642;"Produit 2"
4752643;"Motif Perte"
4752643;"Produit 1"
4752643;"Produit 2"
4752644;"Motif Perte"
4752644;"Produit 1"
4752644;"Produit 2"
4752645;"Motif Perte"
4752645;"Produit 1"
4752645;"Produit 2"
4752646;"Motif Perte"
4752646;"Produit 1"
4752646;"Produit 2"
4752647;"Motif Perte"
4752647;"Produit 1"
4752647;"Produit 2"
4752648;"Motif Perte"
4752648;"Produit 1"
4752648;"Produit 2"
4752649;"Motif Perte"
4752649;"Produit 1"
4752649;"Produit 2"
4752650;"Motif Perte"
4752650;"Produit 1"
4752650;"Produit 2"
4752651;"Motif Perte"
4752651;"Produit 1"
4752651;"Produit 2"
4752652;"Motif Perte"
4752652;"Produit 1"
4752652;"Produit 2"
4752653;"Motif Perte"
4752653;"Produit 1"
4752653;"Produit 2"
4752654;"Motif Perte"
4752654;"Produit 1"
4752654;"Produit 2"
4752655;"Motif Perte"
4752655;"Produit 1"
4752655;"Produit 2"
4752656;"Motif Perte"
4752656;"Produit 1"
4752656;"Produit 2"
4752657;"Motif Perte"
4752657;"Nom de Jeune Fille"
4752657;"Produit 1"
4752657;"Produit 2"
4752658;"Motif Perte"
4752658;"Produit 1"
4752658;"Produit 2"
4752659;"Motif Perte"
4752659;"Produit 1"
4752659;"Produit 2"
4752660;"Motif Perte"
4752660;"Produit 1"
4752660;"Produit 2"
4752661;"Motif Perte"
4752661;"Produit 1"
4752661;"Produit 2"
4752662;"Motif Perte"
4752662;"Produit 1"
4752662;"Produit 2"
4752663;"Motif Perte"
4752663;"Produit 1"
4752663;"Produit 2"
4752664;"Motif Perte"
4752664;"Produit 1"
4752664;"Produit 2"
4752665;"Motif Perte"
4752665;"Produit 1"
4752665;"Produit 2"
4752666;"Motif Perte"
4752666;"Produit 1"
4752666;"Produit 2"
4752667;"Motif Perte"
4752667;"Produit 1"
4752667;"Produit 2"
4752668;"Motif Perte"
4752668;"Produit 1"
4752668;"Produit 2"
4752669;"Motif Perte"
4752669;"Produit 1"
4752669;"Produit 2"
4752670;"Motif Perte"
4752670;"Produit 1"
4752670;"Produit 2"
4752671;"Motif Perte"
4752671;"Produit 1"
4752671;"Produit 2"
4752672;"Motif Perte"
4752672;"Produit 1"
4752672;"Produit 2"
4752673;"Motif Perte"
4752673;"Produit 1"
4752673;"Produit 2"
4752674;"Motif Perte"
4752674;"Produit 1"
4752674;"Produit 2"
4752675;"Motif Perte"
4752675;"Produit 1"
4752675;"Produit 2"
4752676;"Motif Perte"
4752676;"Produit 1"
4752676;"Produit 2"
4752677;"Motif Perte"
4752677;"Produit 1"
4752677;"Produit 2"
4752678;"Motif Perte"
4752678;"Produit 1"
4752678;"Produit 2"
4752679;"Motif Perte"
4752679;"Produit 1"
4752679;"Produit 2"
4752680;"Motif Perte"
4752680;"Produit 1"
4752680;"Produit 2"
4752681;"Motif Perte"
4752681;"Produit 1"
4752681;"Produit 2"
4752682;"Motif Perte"
4752682;"Produit 1"
4752682;"Produit 2"
4752683;"Motif Perte"
4752683;"Produit 1"
4752683;"Produit 2"
4752684;"Motif Perte"
4752684;"Produit 1"
4752684;"Produit 2"
4752685;"Motif Perte"
4752685;"Nom de Jeune Fille"
4752685;"Produit 1"
4752685;"Produit 2"
4752686;"Motif Perte"
4752686;"Produit 1"
4752686;"Produit 2"
4752687;"Motif Perte"
4752687;"Produit 1"
4752687;"Produit 2"
4752688;"Motif Perte"
4752688;"Nom de Jeune Fille"
4752688;"Produit 1"
4752688;"Produit 2"
4752689;"Motif Perte"
4752689;"Produit 1"
4752689;"Produit 2"
4752690;"Motif Perte"
4752690;"Produit 1"
4752690;"Produit 2"
4752691;"Motif Perte"
4752691;"Produit 1"
4752691;"Produit 2"
4752692;"Motif Perte"
4752692;"Produit 1"
4752692;"Produit 2"
4752693;"Motif Perte"
4752693;"Produit 1"
4752693;"Produit 2"
4752694;"Motif Perte"
4752694;"Produit 1"
4752694;"Produit 2"
4752695;"Motif Perte"
4752695;"Produit 1"
4752695;"Produit 2"
4752696;"Motif Perte"
4752696;"Produit 1"
4752696;"Produit 2"
4752697;"Motif Perte"
4752697;"Produit 1"
4752697;"Produit 2"
4752698;"Motif Perte"
4752698;"Produit 1"
4752698;"Produit 2"
4752699;"Motif Perte"
4752699;"Produit 1"
4752699;"Produit 2"
4752700;"Motif Perte"
4752700;"Produit 1"
4752700;"Produit 2"
4752701;"Motif Perte"
4752701;"Produit 1"
4752701;"Produit 2"
4752702;"Motif Perte"
4752702;"Produit 1"
4752702;"Produit 2"
4752703;"Motif Perte"
4752703;"Produit 1"
4752703;"Produit 2"
4752704;"Motif Perte"
4752704;"Produit 1"
4752704;"Produit 2"
4752705;"Motif Perte"
4752705;"Produit 1"
4752705;"Produit 2"
4752706;"Motif Perte"
4752706;"Produit 1"
4752706;"Produit 2"
4752707;"Motif Perte"
4752707;"Produit 1"
4752707;"Produit 2"
4752708;"Motif Perte"
4752708;"Produit 1"
4752708;"Produit 2"
4752709;"Motif Perte"
4752709;"Produit 1"
4752709;"Produit 2"
4752710;"Motif Perte"
4752710;"Produit 1"
4752710;"Produit 2"
4752711;"Motif Perte"
4752711;"Nom de Jeune Fille"
4752711;"Produit 1"
4752711;"Produit 2"
4752712;"Motif Perte"
4752712;"Produit 1"
4752712;"Produit 2"
4752713;"Motif Perte"
4752713;"Produit 1"
4752713;"Produit 2"
4752714;"Motif Perte"
4752714;"Produit 1"
4752714;"Produit 2"
4752715;"Motif Perte"
4752715;"Produit 1"
4752715;"Produit 2"
4752716;"Motif Perte"
4752716;"Nom de Jeune Fille"
4752716;"Produit 1"
4752716;"Produit 2"
4752717;"Motif Perte"
4752717;"Nom de Jeune Fille"
4752717;"Produit 1"
4752717;"Produit 2"
4752718;"Motif Perte"
4752718;"Nom de Jeune Fille"
4752718;"Produit 1"
4752718;"Produit 2"
4752719;"Motif Perte"
4752719;"Produit 1"
4752719;"Produit 2"
4752720;"Motif Perte"
4752720;"Produit 1"
4752720;"Produit 2"
4752721;"Motif Perte"
4752721;"Produit 1"
4752721;"Produit 2"
4752722;"Motif Perte"
4752722;"Produit 1"
4752722;"Produit 2"
4752723;"Motif Perte"
4752723;"Nom de Jeune Fille"
4752723;"Produit 1"
4752723;"Produit 2"
4752724;"Motif Perte"
4752724;"Produit 1"
4752724;"Produit 2"
4752725;"Motif Perte"
4752725;"Nom de Jeune Fille"
4752725;"Produit 1"
4752725;"Produit 2"
4752726;"Motif Perte"
4752726;"Nom de Jeune Fille"
4752726;"Produit 1"
4752726;"Produit 2"
4752727;"Motif Perte"
4752727;"Produit 1"
4752727;"Produit 2"
4752728;"Motif Perte"
4752728;"Produit 1"
4752728;"Produit 2"
4752729;"Motif Perte"
4752729;"Produit 1"
4752729;"Produit 2"
4752730;"Motif Perte"
4752730;"Produit 1"
4752730;"Produit 2"
4752731;"Motif Perte"
4752731;"Produit 1"
4752731;"Produit 2"
4752732;"Motif Perte"
4752732;"Produit 1"
4752732;"Produit 2"
4752733;"Motif Perte"
4752733;"Produit 1"
4752733;"Produit 2"
4752734;"Motif Perte"
4752734;"Produit 1"
4752734;"Produit 2"
4752735;"Motif Perte"
4752735;"Produit 1"
4752735;"Produit 2"
4752736;"Motif Perte"
4752736;"Produit 1"
4752736;"Produit 2"
4752737;"Motif Perte"
4752737;"Produit 1"
4752737;"Produit 2"
4752738;"Motif Perte"
4752738;"Produit 1"
4752738;"Produit 2"
4752739;"Motif Perte"
4752739;"Produit 1"
4752739;"Produit 2"
4752740;"Motif Perte"
4752740;"Nom de Jeune Fille"
4752740;"Produit 1"
4752740;"Produit 2"
4752741;"Motif Perte"
4752741;"Produit 1"
4752741;"Produit 2"
4752742;"Motif Perte"
4752742;"Nom de Jeune Fille"
4752742;"Produit 1"
4752742;"Produit 2"
4752743;"Motif Perte"
4752743;"Produit 1"
4752743;"Produit 2"
4752744;"Motif Perte"
4752744;"Produit 1"
4752744;"Produit 2"
4752745;"Motif Perte"
4752745;"Nom de Jeune Fille"
4752745;"Produit 1"
4752745;"Produit 2"
4752746;"Motif Perte"
4752746;"Produit 1"
4752746;"Produit 2"
4752747;"Motif Perte"
4752747;"Produit 1"
4752747;"Produit 2"
4752748;"Motif Perte"
4752748;"Nom de Jeune Fille"
4752748;"Produit 1"
4752748;"Produit 2"
4752749;"Motif Perte"
4752749;"Produit 1"
4752749;"Produit 2"
4752750;"Motif Perte"
4752750;"Produit 1"
4752750;"Produit 2"
4752751;"Motif Perte"
4752751;"Produit 1"
4752751;"Produit 2"
4752752;"Motif Perte"
4752752;"Produit 1"
4752752;"Produit 2"
4752753;"Motif Perte"
4752753;"Nom de Jeune Fille"
4752753;"Produit 1"
4752753;"Produit 2"
4752754;"Motif Perte"
4752754;"Produit 1"
4752754;"Produit 2"
4752755;"Motif Perte"
4752755;"Produit 1"
4752755;"Produit 2"
4752756;"Motif Perte"
4752756;"Produit 1"
4752756;"Produit 2"
4752757;"Motif Perte"
4752757;"Produit 1"
4752757;"Produit 2"
4752758;"Motif Perte"
4752758;"Produit 1"
4752758;"Produit 2"
4752759;"Motif Perte"
4752759;"Nom de Jeune Fille"
4752759;"Produit 1"
4752759;"Produit 2"
4752760;"Motif Perte"
4752760;"Produit 1"
4752760;"Produit 2"
4752761;"Motif Perte"
4752761;"Produit 1"
4752761;"Produit 2"
4752762;"Motif Perte"
4752762;"Produit 1"
4752762;"Produit 2"
4752763;"Motif Perte"
4752763;"Produit 1"
4752763;"Produit 2"
4752764;"Motif Perte"
4752764;"Nom de Jeune Fille"
4752764;"Produit 1"
4752764;"Produit 2"
4752765;"Motif Perte"
4752765;"Nom de Jeune Fille"
4752765;"Produit 1"
4752765;"Produit 2"
4752766;"Motif Perte"
4752766;"Nom de Jeune Fille"
4752766;"Produit 1"
4752766;"Produit 2"
4752767;"Motif Perte"
4752767;"Produit 1"
4752767;"Produit 2"
4752768;"Motif Perte"
4752768;"Produit 1"
4752768;"Produit 2"
4752769;"Motif Perte"
4752769;"Produit 1"
4752769;"Produit 2"
4752770;"Motif Perte"
4752770;"Produit 1"
4752770;"Produit 2"
4752771;"Motif Perte"
4752771;"Produit 1"
4752771;"Produit 2"
4752772;"Motif Perte"
4752772;"Produit 1"
4752772;"Produit 2"
4752773;"Motif Perte"
4752773;"Produit 1"
4752773;"Produit 2"
4752774;"Motif Perte"
4752774;"Produit 1"
4752774;"Produit 2"
4752775;"Motif Perte"
4752775;"Nom de Jeune Fille"
4752775;"Produit 1"
4752775;"Produit 2"
4752776;"Motif Perte"
4752776;"Produit 1"
4752776;"Produit 2"
4752777;"Motif Perte"
4752777;"Produit 1"
4752777;"Produit 2"
4752778;"Motif Perte"
4752778;"Produit 1"
4752778;"Produit 2"
4752779;"Motif Perte"
4752779;"Produit 1"
4752779;"Produit 2"
4752780;"Motif Perte"
4752780;"Produit 1"
4752780;"Produit 2"
4752781;"Motif Perte"
4752781;"Nom de Jeune Fille"
4752781;"Produit 1"
4752781;"Produit 2"
4752782;"Motif Perte"
4752782;"Nom de Jeune Fille"
4752782;"Produit 1"
4752782;"Produit 2"
4752783;"Motif Perte"
4752783;"Produit 1"
4752783;"Produit 2"
4752784;"Motif Perte"
4752784;"Produit 1"
4752784;"Produit 2"
4752785;"Motif Perte"
4752785;"Produit 1"
4752785;"Produit 2"
4752786;"Motif Perte"
4752786;"Produit 1"
4752786;"Produit 2"
4752787;"Motif Perte"
4752787;"Produit 1"
4752787;"Produit 2"
4752788;"Motif Perte"
4752788;"Nom de Jeune Fille"
4752788;"Produit 1"
4752788;"Produit 2"
4752789;"Motif Perte"
4752789;"Produit 1"
4752789;"Produit 2"
4752790;"Motif Perte"
4752790;"Produit 1"
4752790;"Produit 2"
4752791;"Motif Perte"
4752791;"Nom de Jeune Fille"
4752791;"Produit 1"
4752791;"Produit 2"
4752792;"Motif Perte"
4752792;"Produit 1"
4752792;"Produit 2"
4752793;"Motif Perte"
4752793;"Produit 1"
4752793;"Produit 2"
4752794;"Motif Perte"
4752794;"Produit 1"
4752794;"Produit 2"
4752795;"Motif Perte"
4752795;"Produit 1"
4752795;"Produit 2"
4752796;"Motif Perte"
4752796;"Produit 1"
4752796;"Produit 2"
4752797;"Motif Perte"
4752797;"Produit 1"
4752797;"Produit 2"
4752798;"Motif Perte"
4752798;"Produit 1"
4752798;"Produit 2"
4752799;"Motif Perte"
4752799;"Produit 1"
4752799;"Produit 2"
4752800;"Motif Perte"
4752800;"Produit 1"
4752800;"Produit 2"
4752801;"Motif Perte"
4752801;"Produit 1"
4752801;"Produit 2"
4752802;"Motif Perte"
4752802;"Produit 1"
4752802;"Produit 2"
4752803;"Motif Perte"
4752803;"Produit 1"
4752803;"Produit 2"
4752804;"Motif Perte"
4752804;"Nom de Jeune Fille"
4752804;"Produit 1"
4752804;"Produit 2"
4752805;"Motif Perte"
4752805;"Produit 1"
4752805;"Produit 2"
4752806;"Motif Perte"
4752806;"Produit 1"
4752806;"Produit 2"
4752807;"Motif Perte"
4752807;"Nom de Jeune Fille"
4752807;"Produit 1"
4752807;"Produit 2"
4752808;"Motif Perte"
4752808;"Nom de Jeune Fille"
4752808;"Produit 1"
4752808;"Produit 2"
4752809;"Motif Perte"
4752809;"Produit 1"
4752809;"Produit 2"
4752810;"Motif Perte"
4752810;"Produit 1"
4752810;"Produit 2"
4752811;"Motif Perte"
4752811;"Produit 1"
4752811;"Produit 2"
4752812;"Motif Perte"
4752812;"Produit 1"
4752812;"Produit 2"
4752813;"Motif Perte"
4752813;"Produit 1"
4752813;"Produit 2"
4752814;"Motif Perte"
4752814;"Produit 1"
4752814;"Produit 2"
4752815;"Motif Perte"
4752815;"Nom de Jeune Fille"
4752815;"Produit 1"
4752815;"Produit 2"
4752816;"Motif Perte"
4752816;"Nom de Jeune Fille"
4752816;"Produit 1"
4752816;"Produit 2"
4752817;"Motif Perte"
4752817;"Produit 1"
4752817;"Produit 2"
4752818;"Motif Perte"
4752818;"Nom de Jeune Fille"
4752818;"Produit 1"
4752818;"Produit 2"
4752819;"Motif Perte"
4752819;"Produit 1"
4752819;"Produit 2"
4752820;"Motif Perte"
4752820;"Produit 1"
4752820;"Produit 2"
4752821;"Motif Perte"
4752821;"Produit 1"
4752821;"Produit 2"
4752822;"Motif Perte"
4752822;"Produit 1"
4752822;"Produit 2"
4752823;"Motif Perte"
4752823;"Produit 1"
4752823;"Produit 2"
4752824;"Motif Perte"
4752824;"Produit 1"
4752824;"Produit 2"
4752825;"Motif Perte"
4752825;"Nom de Jeune Fille"
4752825;"Produit 1"
4752825;"Produit 2"
4752826;"Motif Perte"
4752826;"Produit 1"
4752826;"Produit 2"
4752827;"Motif Perte"
4752827;"Produit 1"
4752827;"Produit 2"
4752828;"Motif Perte"
4752828;"Produit 1"
4752828;"Produit 2"
4752829;"Motif Perte"
4752829;"Produit 1"
4752829;"Produit 2"
4752830;"Motif Perte"
4752830;"Produit 1"
4752830;"Produit 2"
4752831;"Motif Perte"
4752831;"Produit 1"
4752831;"Produit 2"
4752832;"Motif Perte"
4752832;"Nom de Jeune Fille"
4752832;"Produit 1"
4752832;"Produit 2"
4752833;"Motif Perte"
4752833;"Nom de Jeune Fille"
4752833;"Produit 1"
4752833;"Produit 2"
4752834;"Motif Perte"
4752834;"Produit 1"
4752834;"Produit 2"
4752835;"Motif Perte"
4752835;"Produit 1"
4752835;"Produit 2"
4752836;"Motif Perte"
4752836;"Produit 1"
4752836;"Produit 2"
4752837;"Motif Perte"
4752837;"Produit 1"
4752837;"Produit 2"
4752838;"Motif Perte"
4752838;"Produit 1"
4752838;"Produit 2"
4752839;"Motif Perte"
4752839;"Produit 1"
4752839;"Produit 2"
4752840;"Motif Perte"
4752840;"Produit 1"
4752840;"Produit 2"
4752841;"Motif Perte"
4752841;"Produit 1"
4752841;"Produit 2"
4752842;"Motif Perte"
4752842;"Nom de Jeune Fille"
4752842;"Produit 1"
4752842;"Produit 2"
4752843;"Motif Perte"
4752843;"Nom de Jeune Fille"
4752843;"Produit 1"
4752843;"Produit 2"
4752844;"Motif Perte"
4752844;"Nom de Jeune Fille"
4752844;"Produit 1"
4752844;"Produit 2"
4752845;"Motif Perte"
4752845;"Produit 1"
4752845;"Produit 2"
4752846;"Motif Perte"
4752846;"Produit 1"
4752846;"Produit 2"
4752847;"Motif Perte"
4752847;"Nom de Jeune Fille"
4752847;"Produit 1"
4752847;"Produit 2"
4752848;"Motif Perte"
4752848;"Nom de Jeune Fille"
4752848;"Produit 1"
4752848;"Produit 2"
4752849;"Motif Perte"
4752849;"Nom de Jeune Fille"
4752849;"Produit 1"
4752849;"Produit 2"
4752850;"Motif Perte"
4752850;"Produit 1"
4752850;"Produit 2"
4752851;"Motif Perte"
4752851;"Produit 1"
4752851;"Produit 2"
4752852;"Motif Perte"
4752852;"Produit 1"
4752852;"Produit 2"
4752853;"Motif Perte"
4752853;"Produit 1"
4752853;"Produit 2"
4752854;"Motif Perte"
4752854;"Nom de Jeune Fille"
4752854;"Produit 1"
4752854;"Produit 2"
4752855;"Motif Perte"
4752855;"Produit 1"
4752855;"Produit 2"
4752856;"Motif Perte"
4752856;"Nom de Jeune Fille"
4752856;"Produit 1"
4752856;"Produit 2"
4752857;"Motif Perte"
4752857;"Produit 1"
4752857;"Produit 2"
4752858;"Motif Perte"
4752858;"Nom de Jeune Fille"
4752858;"Produit 1"
4752858;"Produit 2"
4752859;"Motif Perte"
4752859;"Produit 1"
4752859;"Produit 2"
4752860;"Motif Perte"
4752860;"Produit 1"
4752860;"Produit 2"
4752861;"Motif Perte"
4752861;"Produit 1"
4752861;"Produit 2"
4752862;"Motif Perte"
4752862;"Produit 1"
4752862;"Produit 2"
4752863;"Motif Perte"
4752863;"Produit 1"
4752863;"Produit 2"
4752864;"Motif Perte"
4752864;"Produit 1"
4752864;"Produit 2"
4752865;"Motif Perte"
4752865;"Produit 1"
4752865;"Produit 2"
4752866;"Motif Perte"
4752866;"Produit 1"
4752866;"Produit 2"
4752867;"Motif Perte"
4752867;"Produit 1"
4752867;"Produit 2"
4752868;"Motif Perte"
4752868;"Produit 1"
4752868;"Produit 2"
4752869;"Motif Perte"
4752869;"Nom de Jeune Fille"
4752869;"Produit 1"
4752869;"Produit 2"
4752870;"Motif Perte"
4752870;"Produit 1"
4752870;"Produit 2"
4752871;"Motif Perte"
4752871;"Produit 1"
4752871;"Produit 2"
4752872;"Motif Perte"
4752872;"Produit 1"
4752872;"Produit 2"
4752873;"Motif Perte"
4752873;"Produit 1"
4752873;"Produit 2"
4752874;"Motif Perte"
4752874;"Produit 1"
4752874;"Produit 2"
4752875;"Motif Perte"
4752875;"Produit 1"
4752875;"Produit 2"
4752876;"Motif Perte"
4752876;"Produit 1"
4752876;"Produit 2"
4752877;"Motif Perte"
4752877;"Produit 1"
4752877;"Produit 2"
4752878;"Motif Perte"
4752878;"Produit 1"
4752878;"Produit 2"
4752879;"Motif Perte"
4752879;"Produit 1"
4752879;"Produit 2"
4752880;"Motif Perte"
4752880;"Produit 1"
4752880;"Produit 2"
4752881;"Motif Perte"
4752881;"Produit 1"
4752881;"Produit 2"
4752882;"Motif Perte"
4752882;"Produit 1"
4752882;"Produit 2"
4752883;"Motif Perte"
4752883;"Produit 1"
4752883;"Produit 2"
4752884;"Motif Perte"
4752884;"Nom de Jeune Fille"
4752884;"Produit 1"
4752884;"Produit 2"
4752885;"Motif Perte"
4752885;"Produit 1"
4752885;"Produit 2"
4752886;"Motif Perte"
4752886;"Produit 1"
4752886;"Produit 2"
4752887;"Motif Perte"
4752887;"Nom de Jeune Fille"
4752887;"Produit 1"
4752887;"Produit 2"
4752888;"Motif Perte"
4752888;"Nom de Jeune Fille"
4752888;"Produit 1"
4752888;"Produit 2"
4752889;"Motif Perte"
4752889;"Produit 1"
4752889;"Produit 2"
4752890;"Motif Perte"
4752890;"Produit 1"
4752890;"Produit 2"
4752891;"Motif Perte"
4752891;"Produit 1"
4752891;"Produit 2"
4752892;"Motif Perte"
4752892;"Produit 1"
4752892;"Produit 2"
4752893;"Motif Perte"
4752893;"Produit 1"
4752893;"Produit 2"
4752894;"Motif Perte"
4752894;"Produit 1"
4752894;"Produit 2"
4752895;"Motif Perte"
4752895;"Produit 1"
4752895;"Produit 2"
4752896;"Motif Perte"
4752896;"Produit 1"
4752896;"Produit 2"
4752897;"Motif Perte"
4752897;"Produit 1"
4752897;"Produit 2"
4752898;"Motif Perte"
4752898;"Nom de Jeune Fille"
4752898;"Produit 1"
4752898;"Produit 2"
4752899;"Motif Perte"
4752899;"Produit 1"
4752899;"Produit 2"
4752900;"Motif Perte"
4752900;"Produit 1"
4752900;"Produit 2"
4752901;"Motif Perte"
4752901;"Produit 1"
4752901;"Produit 2"
4752902;"Motif Perte"
4752902;"Produit 1"
4752902;"Produit 2"
4752903;"Motif Perte"
4752903;"Produit 1"
4752903;"Produit 2"
4752904;"Motif Perte"
4752904;"Produit 1"
4752904;"Produit 2"
4752905;"Motif Perte"
4752905;"Nom de Jeune Fille"
4752905;"Produit 1"
4752905;"Produit 2"
4752906;"Motif Perte"
4752906;"Produit 1"
4752906;"Produit 2"
4752907;"Motif Perte"
4752907;"Produit 1"
4752907;"Produit 2"
4752908;"Motif Perte"
4752908;"Produit 1"
4752908;"Produit 2"
4752909;"Motif Perte"
4752909;"Produit 1"
4752909;"Produit 2"
4752910;"Motif Perte"
4752910;"Produit 1"
4752910;"Produit 2"
4752911;"Motif Perte"
4752911;"Produit 1"
4752911;"Produit 2"
4752912;"Motif Perte"
4752912;"Produit 1"
4752912;"Produit 2"
4752913;"Motif Perte"
4752913;"Nom de Jeune Fille"
4752913;"Produit 1"
4752913;"Produit 2"
4752914;"Motif Perte"
4752914;"Produit 1"
4752914;"Produit 2"
4752915;"Motif Perte"
4752915;"Produit 1"
4752915;"Produit 2"
4752916;"Motif Perte"
4752916;"Produit 1"
4752916;"Produit 2"
4752917;"Motif Perte"
4752917;"Produit 1"
4752917;"Produit 2"
4752918;"Motif Perte"
4752918;"Produit 1"
