id_dossier;libelle_etiquette
4750914;"Motif Perte"
4750914;"Nom de Jeune Fille"
4750914;"Produit 1"
4750914;"Produit 2"
4750915;"Motif Perte"
4750915;"Nom de Jeune Fille"
4750915;"Produit 1"
4750915;"Produit 2"
4750916;"Motif Perte"
4750916;"Produit 1"
4750916;"Produit 2"
4750917;"Motif Perte"
4750917;"Produit 1"
4750917;"Produit 2"
4750918;"Motif Perte"
4750918;"Produit 1"
4750918;"Produit 2"
4750919;"Motif Perte"
4750919;"Produit 1"
4750919;"Produit 2"
4750920;"Motif Perte"
4750920;"Produit 1"
4750920;"Produit 2"
4750921;"Motif Perte"
4750921;"Produit 1"
4750921;"Produit 2"
4750922;"Motif Perte"
4750922;"Produit 1"
4750922;"Produit 2"
4750923;"Motif Perte"
4750923;"Produit 1"
4750923;"Produit 2"
4750924;"Motif Perte"
4750924;"Nom de Jeune Fille"
4750924;"Produit 1"
4750924;"Produit 2"
4750925;"Motif Perte"
4750925;"Produit 1"
4750925;"Produit 2"
4750926;"Motif Perte"
4750926;"Produit 1"
4750926;"Produit 2"
4750927;"Motif Perte"
4750927;"Produit 1"
4750927;"Produit 2"
4750928;"Motif Perte"
4750928;"Produit 1"
4750928;"Produit 2"
4750929;"Motif Perte"
4750929;"Produit 1"
4750929;"Produit 2"
4750930;"Motif Perte"
4750930;"Nom de Jeune Fille"
4750930;"Produit 1"
4750930;"Produit 2"
4750931;"Motif Perte"
4750931;"Produit 1"
4750931;"Produit 2"
4750932;"Motif Perte"
4750932;"Nom de Jeune Fille"
4750932;"Produit 1"
4750932;"Produit 2"
4750933;"Motif Perte"
4750933;"Produit 1"
4750933;"Produit 2"
4750934;"Motif Perte"
4750934;"Produit 1"
4750934;"Produit 2"
4750935;"Motif Perte"
4750935;"Produit 1"
4750935;"Produit 2"
4750936;"Motif Perte"
4750936;"Produit 1"
4750936;"Produit 2"
4750937;"Motif Perte"
4750937;"Produit 1"
4750937;"Produit 2"
4750938;"Motif Perte"
4750938;"Produit 1"
4750938;"Produit 2"
4750939;"Motif Perte"
4750939;"Produit 1"
4750939;"Produit 2"
4750940;"Motif Perte"
4750940;"Produit 1"
4750940;"Produit 2"
4750941;"Motif Perte"
4750941;"Produit 1"
4750941;"Produit 2"
4750942;"Motif Perte"
4750942;"Produit 1"
4750942;"Produit 2"
4750943;"Motif Perte"
4750943;"Produit 1"
4750943;"Produit 2"
4750944;"Motif Perte"
4750944;"Produit 1"
4750944;"Produit 2"
4750945;"Motif Perte"
4750945;"Produit 1"
4750945;"Produit 2"
4750946;"Motif Perte"
4750946;"Produit 1"
4750946;"Produit 2"
4750947;"Motif Perte"
4750947;"Nom de Jeune Fille"
4750947;"Produit 1"
4750947;"Produit 2"
4750948;"Motif Perte"
4750948;"Produit 1"
4750948;"Produit 2"
4750949;"Motif Perte"
4750949;"Produit 1"
4750949;"Produit 2"
4750950;"Motif Perte"
4750950;"Nom de Jeune Fille"
4750950;"Produit 1"
4750950;"Produit 2"
4750951;"Motif Perte"
4750951;"Nom de Jeune Fille"
4750951;"Produit 1"
4750951;"Produit 2"
4750952;"Motif Perte"
4750952;"Produit 1"
4750952;"Produit 2"
4750953;"Motif Perte"
4750953;"Produit 1"
4750953;"Produit 2"
4750954;"Motif Perte"
4750954;"Produit 1"
4750954;"Produit 2"
4750955;"Motif Perte"
4750955;"Produit 1"
4750955;"Produit 2"
4750956;"Motif Perte"
4750956;"Produit 1"
4750956;"Produit 2"
4750957;"Motif Perte"
4750957;"Produit 1"
4750957;"Produit 2"
4750958;"Motif Perte"
4750958;"Produit 1"
4750958;"Produit 2"
4750959;"Motif Perte"
4750959;"Nom de Jeune Fille"
4750959;"Produit 1"
4750959;"Produit 2"
4750960;"Motif Perte"
4750960;"Produit 1"
4750960;"Produit 2"
4750961;"Motif Perte"
4750961;"Produit 1"
4750961;"Produit 2"
4750962;"Motif Perte"
4750962;"Produit 1"
4750962;"Produit 2"
4750963;"Motif Perte"
4750963;"Produit 1"
4750963;"Produit 2"
4750964;"Motif Perte"
4750964;"Produit 1"
4750964;"Produit 2"
4750965;"Motif Perte"
4750965;"Produit 1"
4750965;"Produit 2"
4750966;"Motif Perte"
4750966;"Produit 1"
4750966;"Produit 2"
4750967;"Motif Perte"
4750967;"Produit 1"
4750967;"Produit 2"
4750968;"Motif Perte"
4750968;"Nom de Jeune Fille"
4750968;"Produit 1"
4750968;"Produit 2"
4750969;"Motif Perte"
4750969;"Produit 1"
4750969;"Produit 2"
4750970;"Motif Perte"
4750970;"Produit 1"
4750970;"Produit 2"
4750971;"Motif Perte"
4750971;"Produit 1"
4750971;"Produit 2"
4750972;"Motif Perte"
4750972;"Produit 1"
4750972;"Produit 2"
4750973;"Motif Perte"
4750973;"Produit 1"
4750973;"Produit 2"
4750974;"Motif Perte"
4750974;"Produit 1"
4750974;"Produit 2"
4750975;"Motif Perte"
4750975;"Produit 1"
4750975;"Produit 2"
4750976;"Motif Perte"
4750976;"Produit 1"
4750976;"Produit 2"
4750977;"Motif Perte"
4750977;"Produit 1"
4750977;"Produit 2"
4750978;"Motif Perte"
4750978;"Produit 1"
4750978;"Produit 2"
4750979;"Motif Perte"
4750979;"Produit 1"
4750979;"Produit 2"
4750980;"Motif Perte"
4750980;"Nom de Jeune Fille"
4750980;"Produit 1"
4750980;"Produit 2"
4750981;"Motif Perte"
4750981;"Produit 1"
4750981;"Produit 2"
4750982;"Motif Perte"
4750982;"Produit 1"
4750982;"Produit 2"
4750983;"Motif Perte"
4750983;"Nom de Jeune Fille"
4750983;"Produit 1"
4750983;"Produit 2"
4750984;"Motif Perte"
4750984;"Produit 1"
4750984;"Produit 2"
4750985;"Motif Perte"
4750985;"Nom de Jeune Fille"
4750985;"Produit 1"
4750985;"Produit 2"
4750986;"Motif Perte"
4750986;"Produit 1"
4750986;"Produit 2"
4750987;"Motif Perte"
4750987;"Nom de Jeune Fille"
4750987;"Produit 1"
4750987;"Produit 2"
4750988;"Motif Perte"
4750988;"Produit 1"
4750988;"Produit 2"
4750989;"Motif Perte"
4750989;"Produit 1"
4750989;"Produit 2"
4750990;"Motif Perte"
4750990;"Produit 1"
4750990;"Produit 2"
4750991;"Motif Perte"
4750991;"Produit 1"
4750991;"Produit 2"
4750992;"Motif Perte"
4750992;"Produit 1"
4750992;"Produit 2"
4750993;"Motif Perte"
4750993;"Produit 1"
4750993;"Produit 2"
4750994;"Motif Perte"
4750994;"Produit 1"
4750994;"Produit 2"
4750995;"Motif Perte"
4750995;"Nom de Jeune Fille"
4750995;"Produit 1"
4750995;"Produit 2"
4750996;"Motif Perte"
4750996;"Produit 1"
4750996;"Produit 2"
4750997;"Motif Perte"
4750997;"Produit 1"
4750997;"Produit 2"
4750998;"Motif Perte"
4750998;"Produit 1"
4750998;"Produit 2"
4750999;"Motif Perte"
4750999;"Nom de Jeune Fille"
4750999;"Produit 1"
4750999;"Produit 2"
4751000;"Motif Perte"
4751000;"Produit 1"
4751000;"Produit 2"
4751001;"Motif Perte"
4751001;"Produit 1"
4751001;"Produit 2"
4751002;"Motif Perte"
4751002;"Produit 1"
4751002;"Produit 2"
4751003;"Motif Perte"
4751003;"Nom de Jeune Fille"
4751003;"Produit 1"
4751003;"Produit 2"
4751004;"Motif Perte"
4751004;"Produit 1"
4751004;"Produit 2"
4751005;"Motif Perte"
4751005;"Produit 1"
4751005;"Produit 2"
4751006;"Motif Perte"
4751006;"Produit 1"
4751006;"Produit 2"
4751007;"Motif Perte"
4751007;"Produit 1"
4751007;"Produit 2"
4751008;"Motif Perte"
4751008;"Produit 1"
4751008;"Produit 2"
4751009;"Motif Perte"
4751009;"Produit 1"
4751009;"Produit 2"
4751010;"Motif Perte"
4751010;"Produit 1"
4751010;"Produit 2"
4751011;"Motif Perte"
4751011;"Produit 1"
4751011;"Produit 2"
4751012;"Motif Perte"
4751012;"Produit 1"
4751012;"Produit 2"
4751013;"Motif Perte"
4751013;"Produit 1"
4751013;"Produit 2"
4751014;"Motif Perte"
4751014;"Produit 1"
4751014;"Produit 2"
4751015;"Motif Perte"
4751015;"Produit 1"
4751015;"Produit 2"
4751016;"Motif Perte"
4751016;"Produit 1"
4751016;"Produit 2"
4751017;"Motif Perte"
4751017;"Produit 1"
4751017;"Produit 2"
4751018;"Motif Perte"
4751018;"Produit 1"
4751018;"Produit 2"
4751019;"Motif Perte"
4751019;"Produit 1"
4751019;"Produit 2"
4751020;"Motif Perte"
4751020;"Produit 1"
4751020;"Produit 2"
4751021;"Motif Perte"
4751021;"Produit 1"
4751021;"Produit 2"
4751022;"Motif Perte"
4751022;"Produit 1"
4751022;"Produit 2"
4751023;"Motif Perte"
4751023;"Produit 1"
4751023;"Produit 2"
4751024;"Motif Perte"
4751024;"Produit 1"
4751024;"Produit 2"
4751025;"Motif Perte"
4751025;"Produit 1"
4751025;"Produit 2"
4751026;"Motif Perte"
4751026;"Produit 1"
4751026;"Produit 2"
4751027;"Motif Perte"
4751027;"Produit 1"
4751027;"Produit 2"
4751028;"Motif Perte"
4751028;"Produit 1"
4751028;"Produit 2"
4751029;"Motif Perte"
4751029;"Produit 1"
4751029;"Produit 2"
4751030;"Motif Perte"
4751030;"Produit 1"
4751030;"Produit 2"
4751031;"Motif Perte"
4751031;"Produit 1"
4751031;"Produit 2"
4751032;"Motif Perte"
4751032;"Nom de Jeune Fille"
4751032;"Produit 1"
4751032;"Produit 2"
4751033;"Motif Perte"
4751033;"Produit 1"
4751033;"Produit 2"
4751034;"Motif Perte"
4751034;"Produit 1"
4751034;"Produit 2"
4751035;"Motif Perte"
4751035;"Produit 1"
4751035;"Produit 2"
4751036;"Motif Perte"
4751036;"Produit 1"
4751036;"Produit 2"
4751037;"Motif Perte"
4751037;"Produit 1"
4751037;"Produit 2"
4751038;"Motif Perte"
4751038;"Produit 1"
4751038;"Produit 2"
4751039;"Motif Perte"
4751039;"Nom de Jeune Fille"
4751039;"Produit 1"
4751039;"Produit 2"
4751040;"Motif Perte"
4751040;"Produit 1"
4751040;"Produit 2"
4751041;"Motif Perte"
4751041;"Nom de Jeune Fille"
4751041;"Produit 1"
4751041;"Produit 2"
4751042;"Motif Perte"
4751042;"Produit 1"
4751042;"Produit 2"
4751043;"Motif Perte"
4751043;"Produit 1"
4751043;"Produit 2"
4751044;"Motif Perte"
4751044;"Produit 1"
4751044;"Produit 2"
4751045;"Motif Perte"
4751045;"Produit 1"
4751045;"Produit 2"
4751046;"Motif Perte"
4751046;"Produit 1"
4751046;"Produit 2"
4751047;"Motif Perte"
4751047;"Produit 1"
4751047;"Produit 2"
4751048;"Motif Perte"
4751048;"Produit 1"
4751048;"Produit 2"
4751049;"Motif Perte"
4751049;"Produit 1"
4751049;"Produit 2"
4751050;"Motif Perte"
4751050;"Produit 1"
4751050;"Produit 2"
4751051;"Motif Perte"
4751051;"Produit 1"
4751051;"Produit 2"
4751052;"Motif Perte"
4751052;"Produit 1"
4751052;"Produit 2"
4751053;"Motif Perte"
4751053;"Nom de Jeune Fille"
4751053;"Produit 1"
4751053;"Produit 2"
4751054;"Motif Perte"
4751054;"Produit 1"
4751054;"Produit 2"
4751055;"Motif Perte"
4751055;"Produit 1"
4751055;"Produit 2"
4751056;"Motif Perte"
4751056;"Nom de Jeune Fille"
4751056;"Produit 1"
4751056;"Produit 2"
4751057;"Motif Perte"
4751057;"Produit 1"
4751057;"Produit 2"
4751058;"Motif Perte"
4751058;"Produit 1"
4751058;"Produit 2"
4751059;"Motif Perte"
4751059;"Produit 1"
4751059;"Produit 2"
4751060;"Motif Perte"
4751060;"Produit 1"
4751060;"Produit 2"
4751061;"Motif Perte"
4751061;"Produit 1"
4751061;"Produit 2"
4751062;"Motif Perte"
4751062;"Produit 1"
4751062;"Produit 2"
4751063;"Motif Perte"
4751063;"Nom de Jeune Fille"
4751063;"Produit 1"
4751063;"Produit 2"
4751064;"Motif Perte"
4751064;"Produit 1"
4751064;"Produit 2"
4751065;"Motif Perte"
4751065;"Produit 1"
4751065;"Produit 2"
4751066;"Motif Perte"
4751066;"Nom de Jeune Fille"
4751066;"Produit 1"
4751066;"Produit 2"
4751067;"Motif Perte"
4751067;"Nom de Jeune Fille"
4751067;"Produit 1"
4751067;"Produit 2"
4751068;"Motif Perte"
4751068;"Produit 1"
4751068;"Produit 2"
4751069;"Motif Perte"
4751069;"Nom de Jeune Fille"
4751069;"Produit 1"
4751069;"Produit 2"
4751070;"Motif Perte"
4751070;"Produit 1"
4751070;"Produit 2"
4751071;"Motif Perte"
4751071;"Produit 1"
4751071;"Produit 2"
4751072;"Motif Perte"
4751072;"Nom de Jeune Fille"
4751072;"Produit 1"
4751072;"Produit 2"
4751073;"Motif Perte"
4751073;"Nom de Jeune Fille"
4751073;"Produit 1"
4751073;"Produit 2"
4751074;"Motif Perte"
4751074;"Produit 1"
4751074;"Produit 2"
4751075;"Motif Perte"
4751075;"Produit 1"
4751075;"Produit 2"
4751076;"Motif Perte"
4751076;"Produit 1"
4751076;"Produit 2"
4751077;"Motif Perte"
4751077;"Produit 1"
4751077;"Produit 2"
4751078;"Motif Perte"
4751078;"Produit 1"
4751078;"Produit 2"
4751079;"Motif Perte"
4751079;"Produit 1"
4751079;"Produit 2"
4751080;"Motif Perte"
4751080;"Nom de Jeune Fille"
4751080;"Produit 1"
4751080;"Produit 2"
4751081;"Motif Perte"
4751081;"Produit 1"
4751081;"Produit 2"
4751082;"Motif Perte"
4751082;"Produit 1"
4751082;"Produit 2"
4751083;"Motif Perte"
4751083;"Nom de Jeune Fille"
4751083;"Produit 1"
4751083;"Produit 2"
4751084;"Motif Perte"
4751084;"Produit 1"
4751084;"Produit 2"
4751085;"Motif Perte"
4751085;"Produit 1"
4751085;"Produit 2"
4751086;"Motif Perte"
4751086;"Produit 1"
4751086;"Produit 2"
4751087;"Motif Perte"
4751087;"Produit 1"
4751087;"Produit 2"
4751088;"Motif Perte"
4751088;"Produit 1"
4751088;"Produit 2"
4751089;"Motif Perte"
4751089;"Produit 1"
4751089;"Produit 2"
4751090;"Motif Perte"
4751090;"Produit 1"
4751090;"Produit 2"
4751091;"Motif Perte"
4751091;"Produit 1"
4751091;"Produit 2"
4751092;"Motif Perte"
4751092;"Produit 1"
4751092;"Produit 2"
4751093;"Motif Perte"
4751093;"Produit 1"
4751093;"Produit 2"
4751094;"Motif Perte"
4751094;"Produit 1"
4751094;"Produit 2"
4751095;"Motif Perte"
4751095;"Produit 1"
4751095;"Produit 2"
4751096;"Motif Perte"
4751096;"Produit 1"
4751096;"Produit 2"
4751097;"Motif Perte"
4751097;"Produit 1"
4751097;"Produit 2"
4751098;"Motif Perte"
4751098;"Produit 1"
4751098;"Produit 2"
4751099;"Motif Perte"
4751099;"Produit 1"
4751099;"Produit 2"
4751100;"Motif Perte"
4751100;"Produit 1"
4751100;"Produit 2"
4751101;"Motif Perte"
4751101;"Produit 1"
4751101;"Produit 2"
4751102;"Motif Perte"
4751102;"Produit 1"
4751102;"Produit 2"
4751103;"Motif Perte"
4751103;"Produit 1"
4751103;"Produit 2"
4751104;"Motif Perte"
4751104;"Produit 1"
4751104;"Produit 2"
4751105;"Motif Perte"
4751105;"Produit 1"
4751105;"Produit 2"
4751106;"Motif Perte"
4751106;"Produit 1"
4751106;"Produit 2"
4751107;"Motif Perte"
4751107;"Produit 1"
4751107;"Produit 2"
4751108;"Motif Perte"
4751108;"Produit 1"
4751108;"Produit 2"
4751109;"Motif Perte"
4751109;"Produit 1"
4751109;"Produit 2"
4751110;"Motif Perte"
4751110;"Produit 1"
4751110;"Produit 2"
4751111;"Motif Perte"
4751111;"Produit 1"
4751111;"Produit 2"
4751112;"Motif Perte"
4751112;"Produit 1"
4751112;"Produit 2"
4751113;"Motif Perte"
4751113;"Produit 1"
4751113;"Produit 2"
4751114;"Motif Perte"
4751114;"Produit 1"
4751114;"Produit 2"
4751115;"Motif Perte"
4751115;"Produit 1"
4751115;"Produit 2"
4751116;"Motif Perte"
4751116;"Produit 1"
4751116;"Produit 2"
4751117;"Motif Perte"
4751117;"Produit 1"
4751117;"Produit 2"
4751118;"Motif Perte"
4751118;"Produit 1"
4751118;"Produit 2"
4751119;"Motif Perte"
4751119;"Nom de Jeune Fille"
4751119;"Produit 1"
4751119;"Produit 2"
4751120;"Motif Perte"
4751120;"Produit 1"
4751120;"Produit 2"
4751121;"Motif Perte"
4751121;"Produit 1"
4751121;"Produit 2"
4751122;"Motif Perte"
4751122;"Produit 1"
4751122;"Produit 2"
4751123;"Motif Perte"
4751123;"Produit 1"
4751123;"Produit 2"
4751124;"Motif Perte"
4751124;"Nom de Jeune Fille"
4751124;"Produit 1"
4751124;"Produit 2"
4751125;"Motif Perte"
4751125;"Produit 1"
4751125;"Produit 2"
4751126;"Motif Perte"
4751126;"Produit 1"
4751126;"Produit 2"
4751127;"Motif Perte"
4751127;"Produit 1"
4751127;"Produit 2"
4751128;"Motif Perte"
4751128;"Produit 1"
4751128;"Produit 2"
4751129;"Motif Perte"
4751129;"Produit 1"
4751129;"Produit 2"
4751130;"Motif Perte"
4751130;"Produit 1"
4751130;"Produit 2"
4751131;"Motif Perte"
4751131;"Produit 1"
4751131;"Produit 2"
4751132;"Motif Perte"
4751132;"Produit 1"
4751132;"Produit 2"
4751133;"Motif Perte"
4751133;"Produit 1"
4751133;"Produit 2"
4751134;"Motif Perte"
4751134;"Produit 1"
4751134;"Produit 2"
4751135;"Motif Perte"
4751135;"Produit 1"
4751135;"Produit 2"
4751136;"Motif Perte"
4751136;"Nom de Jeune Fille"
4751136;"Produit 1"
4751136;"Produit 2"
4751137;"Motif Perte"
4751137;"Produit 1"
4751137;"Produit 2"
4751138;"Motif Perte"
4751138;"Produit 1"
4751138;"Produit 2"
4751139;"Motif Perte"
4751139;"Nom de Jeune Fille"
4751139;"Produit 1"
4751139;"Produit 2"
4751140;"Motif Perte"
4751140;"Nom de Jeune Fille"
4751140;"Produit 1"
4751140;"Produit 2"
4751141;"Motif Perte"
4751141;"Produit 1"
4751141;"Produit 2"
4751142;"Motif Perte"
4751142;"Produit 1"
4751142;"Produit 2"
4751143;"Motif Perte"
4751143;"Produit 1"
4751143;"Produit 2"
4751144;"Motif Perte"
4751144;"Produit 1"
4751144;"Produit 2"
4751145;"Motif Perte"
4751145;"Produit 1"
4751145;"Produit 2"
4751146;"Motif Perte"
4751146;"Produit 1"
4751146;"Produit 2"
4751147;"Motif Perte"
4751147;"Nom de Jeune Fille"
4751147;"Produit 1"
4751147;"Produit 2"
4751148;"Motif Perte"
4751148;"Produit 1"
4751148;"Produit 2"
4751149;"Motif Perte"
4751149;"Produit 1"
4751149;"Produit 2"
4751150;"Motif Perte"
4751150;"Produit 1"
4751150;"Produit 2"
4751151;"Motif Perte"
4751151;"Produit 1"
4751151;"Produit 2"
4751152;"Motif Perte"
4751152;"Produit 1"
4751152;"Produit 2"
4751153;"Motif Perte"
4751153;"Produit 1"
4751153;"Produit 2"
4751154;"Motif Perte"
4751154;"Produit 1"
4751154;"Produit 2"
4751155;"Motif Perte"
4751155;"Produit 1"
4751155;"Produit 2"
4751156;"Motif Perte"
4751156;"Produit 1"
4751156;"Produit 2"
4751157;"Motif Perte"
4751157;"Produit 1"
4751157;"Produit 2"
4751158;"Motif Perte"
4751158;"Produit 1"
4751158;"Produit 2"
4751159;"Motif Perte"
4751159;"Produit 1"
4751159;"Produit 2"
4751160;"Motif Perte"
4751160;"Produit 1"
4751160;"Produit 2"
4751161;"Motif Perte"
4751161;"Nom de Jeune Fille"
4751161;"Produit 1"
4751161;"Produit 2"
4751162;"Motif Perte"
4751162;"Produit 1"
4751162;"Produit 2"
4751163;"Motif Perte"
4751163;"Nom de Jeune Fille"
4751163;"Produit 1"
4751163;"Produit 2"
4751164;"Motif Perte"
4751164;"Produit 1"
4751164;"Produit 2"
4751165;"Motif Perte"
4751165;"Nom de Jeune Fille"
4751165;"Produit 1"
4751165;"Produit 2"
4751166;"Motif Perte"
4751166;"Produit 1"
4751166;"Produit 2"
4751167;"Motif Perte"
4751167;"Produit 1"
4751167;"Produit 2"
4751168;"Motif Perte"
4751168;"Produit 1"
4751168;"Produit 2"
4751169;"Motif Perte"
4751169;"Produit 1"
4751169;"Produit 2"
4751170;"Motif Perte"
4751170;"Produit 1"
4751170;"Produit 2"
4751171;"Motif Perte"
4751171;"Produit 1"
4751171;"Produit 2"
4751172;"Motif Perte"
4751172;"Produit 1"
4751172;"Produit 2"
4751173;"Motif Perte"
4751173;"Produit 1"
4751173;"Produit 2"
4751174;"Motif Perte"
4751174;"Produit 1"
4751174;"Produit 2"
4751175;"Motif Perte"
4751175;"Produit 1"
4751175;"Produit 2"
4751176;"Motif Perte"
4751176;"Produit 1"
4751176;"Produit 2"
4751177;"Motif Perte"
4751177;"Nom de Jeune Fille"
4751177;"Produit 1"
4751177;"Produit 2"
4751178;"Motif Perte"
4751178;"Produit 1"
4751178;"Produit 2"
4751179;"Motif Perte"
4751179;"Produit 1"
4751179;"Produit 2"
4751180;"Motif Perte"
4751180;"Produit 1"
4751180;"Produit 2"
4751181;"Motif Perte"
4751181;"Produit 1"
4751181;"Produit 2"
4751182;"Motif Perte"
4751182;"Nom de Jeune Fille"
4751182;"Produit 1"
4751182;"Produit 2"
4751183;"Motif Perte"
4751183;"Produit 1"
4751183;"Produit 2"
4751184;"Motif Perte"
4751184;"Produit 1"
4751184;"Produit 2"
4751185;"Motif Perte"
4751185;"Produit 1"
4751185;"Produit 2"
4751186;"Motif Perte"
4751186;"Produit 1"
4751186;"Produit 2"
4751187;"Motif Perte"
4751187;"Produit 1"
4751187;"Produit 2"
4751188;"Motif Perte"
4751188;"Nom de Jeune Fille"
4751188;"Produit 1"
4751188;"Produit 2"
4751189;"Motif Perte"
4751189;"Produit 1"
4751189;"Produit 2"
4751190;"Motif Perte"
4751190;"Nom de Jeune Fille"
4751190;"Produit 1"
4751190;"Produit 2"
4751191;"Motif Perte"
4751191;"Produit 1"
4751191;"Produit 2"
4751192;"Motif Perte"
4751192;"Produit 1"
4751192;"Produit 2"
4751193;"Motif Perte"
4751193;"Produit 1"
4751193;"Produit 2"
4751194;"Motif Perte"
4751194;"Produit 1"
4751194;"Produit 2"
4751195;"Motif Perte"
4751195;"Produit 1"
4751195;"Produit 2"
4751196;"Motif Perte"
4751196;"Produit 1"
4751196;"Produit 2"
4751197;"Motif Perte"
4751197;"Produit 1"
4751197;"Produit 2"
4751198;"Motif Perte"
4751198;"Produit 1"
4751198;"Produit 2"
4751199;"Motif Perte"
4751199;"Produit 1"
4751199;"Produit 2"
4751200;"Motif Perte"
4751200;"Produit 1"
4751200;"Produit 2"
4751201;"Motif Perte"
4751201;"Produit 1"
4751201;"Produit 2"
4751202;"Motif Perte"
4751202;"Produit 1"
4751202;"Produit 2"
4751203;"Motif Perte"
4751203;"Produit 1"
4751203;"Produit 2"
4751204;"Motif Perte"
4751204;"Produit 1"
4751204;"Produit 2"
4751205;"Motif Perte"
4751205;"Produit 1"
4751205;"Produit 2"
4751206;"Motif Perte"
4751206;"Nom de Jeune Fille"
4751206;"Produit 1"
4751206;"Produit 2"
4751207;"Motif Perte"
4751207;"Produit 1"
4751207;"Produit 2"
4751208;"Motif Perte"
4751208;"Produit 1"
4751208;"Produit 2"
4751209;"Motif Perte"
4751209;"Produit 1"
4751209;"Produit 2"
4751210;"Motif Perte"
4751210;"Produit 1"
4751210;"Produit 2"
4751211;"Motif Perte"
4751211;"Produit 1"
4751211;"Produit 2"
4751212;"Motif Perte"
4751212;"Produit 1"
4751212;"Produit 2"
4751213;"Motif Perte"
4751213;"Produit 1"
4751213;"Produit 2"
4751214;"Motif Perte"
4751214;"Nom de Jeune Fille"
4751214;"Produit 1"
4751214;"Produit 2"
4751215;"Motif Perte"
4751215;"Nom de Jeune Fille"
4751215;"Produit 1"
4751215;"Produit 2"
4751216;"Motif Perte"
4751216;"Produit 1"
4751216;"Produit 2"
4751217;"Motif Perte"
4751217;"Produit 1"
4751217;"Produit 2"
4751218;"Motif Perte"
4751218;"Produit 1"
4751218;"Produit 2"
4751219;"Motif Perte"
4751219;"Produit 1"
4751219;"Produit 2"
4751220;"Motif Perte"
4751220;"Produit 1"
4751220;"Produit 2"
4751221;"Motif Perte"
4751221;"Produit 1"
4751221;"Produit 2"
4751222;"Motif Perte"
4751222;"Produit 1"
4751222;"Produit 2"
4751223;"Motif Perte"
4751223;"Produit 1"
4751223;"Produit 2"
4751224;"Motif Perte"
4751224;"Produit 1"
4751224;"Produit 2"
4751225;"Motif Perte"
4751225;"Produit 1"
4751225;"Produit 2"
4751226;"Motif Perte"
4751226;"Nom de Jeune Fille"
4751226;"Produit 1"
4751226;"Produit 2"
4751227;"Motif Perte"
4751227;"Produit 1"
4751227;"Produit 2"
4751228;"Motif Perte"
4751228;"Produit 1"
4751228;"Produit 2"
4751229;"Motif Perte"
4751229;"Produit 1"
4751229;"Produit 2"
4751230;"Motif Perte"
4751230;"Produit 1"
4751230;"Produit 2"
4751231;"Motif Perte"
4751231;"Produit 1"
4751231;"Produit 2"
4751232;"Motif Perte"
4751232;"Produit 1"
4751232;"Produit 2"
4751233;"Motif Perte"
4751233;"Produit 1"
4751233;"Produit 2"
4751234;"Motif Perte"
4751234;"Produit 1"
4751234;"Produit 2"
4751235;"Motif Perte"
4751235;"Produit 1"
4751235;"Produit 2"
4751236;"Motif Perte"
4751236;"Produit 1"
4751236;"Produit 2"
4751237;"Motif Perte"
4751237;"Produit 1"
4751237;"Produit 2"
4751238;"Motif Perte"
4751238;"Produit 1"
4751238;"Produit 2"
4751239;"Motif Perte"
4751239;"Produit 1"
4751239;"Produit 2"
4751240;"Motif Perte"
4751240;"Produit 1"
4751240;"Produit 2"
4751241;"Motif Perte"
4751241;"Produit 1"
4751241;"Produit 2"
4751242;"Motif Perte"
4751242;"Produit 1"
4751242;"Produit 2"
4751243;"Motif Perte"
4751243;"Produit 1"
4751243;"Produit 2"
4751244;"Motif Perte"
4751244;"Produit 1"
4751244;"Produit 2"
4751245;"Motif Perte"
4751245;"Produit 1"
4751245;"Produit 2"
4751246;"Motif Perte"
4751246;"Produit 1"
4751246;"Produit 2"
4751247;"Motif Perte"
4751247;"Produit 1"
4751247;"Produit 2"
4751248;"Motif Perte"
4751248;"Produit 1"
4751248;"Produit 2"
4751249;"Motif Perte"
4751249;"Produit 1"
4751249;"Produit 2"
4751250;"Motif Perte"
4751250;"Nom de Jeune Fille"
4751250;"Produit 1"
4751250;"Produit 2"
4751251;"Motif Perte"
4751251;"Produit 1"
4751251;"Produit 2"
4751252;"Motif Perte"
4751252;"Produit 1"
4751252;"Produit 2"
4751253;"Motif Perte"
4751253;"Produit 1"
4751253;"Produit 2"
4751254;"Motif Perte"
4751254;"Nom de Jeune Fille"
4751254;"Produit 1"
4751254;"Produit 2"
4751255;"Motif Perte"
4751255;"Produit 1"
4751255;"Produit 2"
4751256;"Motif Perte"
4751256;"Produit 1"
4751256;"Produit 2"
4751257;"Motif Perte"
4751257;"Produit 1"
4751257;"Produit 2"
4751258;"Motif Perte"
4751258;"Produit 1"
4751258;"Produit 2"
4751259;"Motif Perte"
4751259;"Nom de Jeune Fille"
4751259;"Produit 1"
4751259;"Produit 2"
4751260;"Motif Perte"
4751260;"Produit 1"
4751260;"Produit 2"
4751261;"Motif Perte"
4751261;"Produit 1"
4751261;"Produit 2"
4751262;"Motif Perte"
4751262;"Produit 1"
4751262;"Produit 2"
4751263;"Motif Perte"
4751263;"Nom de Jeune Fille"
4751263;"Produit 1"
4751263;"Produit 2"
4751264;"Motif Perte"
4751264;"Nom de Jeune Fille"
4751264;"Produit 1"
4751264;"Produit 2"
4751265;"Motif Perte"
4751265;"Produit 1"
4751265;"Produit 2"
4751266;"Motif Perte"
4751266;"Produit 1"
